Toad,Date,Hour,Minute,Cycle,Easting,Northing
240,2010-06-25,1,17,night,552231.8,4713757.8
240,2010-06-25,18,24,day,552199.4,4713788.3
240,2010-06-26,10,1,day,552203.1,4713784
240,2010-06-27,1,56,night,552219.5,4713782.4
240,2010-06-27,22,38,night,552220.9,4713782.1
240,2010-06-27,,,day,552214.2,4713785.7
240,2010-06-28,10,24,day,552213,4713783.2
240,2010-06-29,3,30,night,552199,4713786.3
240,2010-06-29,,,day,552164.7,4713792.9
240,2010-06-30,1,39,night,552176.9,4713776.4
240,2010-06-30,8,28,day,552178,4713779
240,2010-07-01,17,36,day,552176.9,4713779.1
240,2010-07-02,4,28,night,552179,4713779
240,2010-07-02,17,42,day,552177.2,4713780.1
240,2010-07-03,8,43,day,552210.9,4713780.8
240,2010-07-04,1,38,night,552218.3,4713783.5
240,2010-07-04,9,43,day,552191,4713785.5
240,2010-07-05,4,39,night,552209.4,4713783.6
240,2010-07-05,8,53,day,552209.3,4713783.1
240,2010-07-06,0,48,night,552282.1,4713770.6
240,2010-07-06,18,22,day,552204.4,4713788.8
240,2010-07-07,1,12,night,552225.1,4713780.8
240,2010-07-23,0,15,night,552131.1,4713792.4
240,2010-07-23,9,17,day,552180.4,4713789.9
240,2010-08-11,23,0,night,552241.4,4713746.6
240,2010-08-12,19,55,day,552232.7,4713784.2
240,2010-08-13,11,52,day,552204.3,4713790.6
240,2010-08-14,2,35,night,552169.1,4713790.7
240,2010-08-14,18,2,day,552198.2,4713790.4
240,2010-08-15,2,27,night,552215.7,4713779.8
240,2010-08-15,13,4,day,552199,4713786.6
240,2010-08-16,13,0,day,552198.7,4713789
240,2010-08-17,3,9,night,552201.2,4713788.8
240,2010-08-18,3,3,night,552243.8,4713741.5
240,2010-08-18,19,51,day,552199.4,4713787.6
240,2010-08-19,1,35,night,552220.7,4713780
240,2010-08-19,20,3,day,552201.1,4713787.2
240,2010-08-20,1,29,night,552169.2,4713792.1
240,2010-08-20,20,15,day,552195.1,4713786.1
240,2010-08-20,23,31,night,552191.5,4713785.8
240,2010-08-22,18,18,day,552202.8,4713788
240,2010-08-23,3,34,night,552256,4713772.3
240,2010-08-23,16,48,day,552212.6,4713781.7
240,2010-08-24,0,6,night,552248.8,4713767.5
240,2010-08-24,19,17,day,552211.5,4713784.1
240,2010-08-25,0,50,night,552233.3,4713741.7
240,2010-08-25,14,23,day,552199.2,4713787.8
240,2010-08-26,16,2,day,552245.7,4713763.8
240,2010-08-27,0,11,night,552252.2,4713768
528,2010-06-24,23,29,night,550782.3,4714081.2
531,2010-06-24,23,39,night,551034.4,4714025
532,2010-06-24,23,45,night,551211,4713988
534,2010-06-24,23,58,night,551672.6,4713893.6
535,2010-06-25,0,20,night,551678.9,4713894.6
535,2010-06-25,17,43,day,551609,4713913.2
535,2010-06-26,9,38,day,551516.6,4713935.9
535,2010-06-27,2,12,night,551374,4713962.4
535,2010-06-28,0,45,night,550784.6,4714086.4
535,2010-06-28,13,35,day,550713.5,4714117.4
535,2010-06-29,4,15,night,550829.7,4714084.2
535,2010-06-29,11,4,day,550830.3,4714089.7
535,2010-06-30,2,10,night,550830.5,4714083.7
535,2010-06-30,10,45,day,550830,4714091
537,2010-06-25,0,45,night,551825.7,4713858.4
538,2010-06-25,1,3,night,552130.2,4713788.4
538,2010-06-25,18,10,day,552160.1,4713794
538,2010-06-26,10,10,day,552190.3,4713789.1
538,2010-06-27,22,35,night,552158.2,4713792.2
538,2010-06-27,,,day,552189.8,4713789.4
538,2010-06-28,10,19,day,552108.4,4713803.8
538,2010-06-29,3,34,night,552190.1,4713795.5
538,2010-06-29,8,49,day,552189.9,4713788.6
538,2010-06-30,1,43,night,552170.3,4713793.9
538,2010-06-30,8,21,day,552190.2,4713786.7
538,2010-07-01,17,43,day,552186.8,4713786.5
538,2010-07-02,4,23,night,552118.2,4713803.2
538,2010-07-02,17,59,day,552121.3,4713801.1
538,2010-07-03,8,52,day,552117.8,4713801.8
538,2010-07-04,1,47,night,552156.6,4713773.9
538,2010-07-04,9,32,day,552110.1,4713791.1
538,2010-07-05,4,42,night,552184.6,4713786.1
538,2010-07-05,8,45,day,552112.7,4713807.4
538,2010-07-06,0,51,night,552181.8,4713761.2
538,2010-07-06,18,12,day,552146.8,4713796
538,2010-07-07,1,7,night,552172.6,4713764.6
538,2010-07-07,1,53,night,552248.3,4713753.2
538,2010-08-03,0,15,night,552145.5,4713767.5
538,2010-08-03,1,41,night,552152,4713793.5
538,2010-08-03,17,50,day,552166.7,4713782.4
538,2010-08-04,1,46,night,552249.3,4713775.8
538,2010-08-04,19,58,day,552430.9,4713751.8
538,2010-08-05,11,17,day,552353.2,4713754.4
538,2010-08-06,1,52,night,552381.4,4713748.8
538,2010-08-11,23,10,night,552302.8,4713740.9
538,2010-08-12,20,42,day,552231,4713784
538,2010-08-15,1,40,night,552082.7,4713792
538,2010-08-15,14,1,day,552212.8,4713786.1
538,2010-08-16,13,17,day,552316.1,4713767.8
538,2010-08-17,2,57,night,552319.4,4713763.2
538,2010-08-19,0,33,night,552172.3,4713762.2
538,2010-08-19,19,39,day,552231.9,4713782.8
538,2010-08-20,0,25,night,552339.6,4713738.1
538,2010-08-20,21,27,day,552353,4713761.6
538,2010-08-22,18,51,day,552351.8,4713756.4
538,2010-08-23,3,15,night,552423.5,4713719.7
538,2010-08-23,17,44,day,552353.2,4713753.2
538,2010-08-23,23,53,night,552427,4713718.8
538,2010-08-24,20,21,day,552402,4713744.4
538,2010-08-25,0,35,night,552407.6,4713742.1
538,2010-08-25,14,48,day,552404.5,4713744.7
538,2010-08-26,16,23,day,552362.2,4713752.7
538,2010-08-26,23,20,night,552380.1,4713727.6
540,2010-06-25,1,23,night,552299.4,4713744.7
545,2010-06-25,1,57,night,552378.7,4713730.2
547,2010-06-25,2,16,night,552585.8,4713693.3
548,2010-06-25,2,32,night,552672.7,4713681.5
548,2010-06-25,19,12,day,552628.7,4713705.7
548,2010-06-26,3,32,night,552638.4,4713693.2
548,2010-06-26,10,46,day,552644.5,4713693.5
548,2010-06-27,0,0,night,552592.8,4713699.6
548,2010-06-27,23,6,night,552575,4713696.8
548,2010-06-27,,,day,552654.1,4713692.1
548,2010-06-28,11,8,day,552627.9,4713700
548,2010-06-29,2,52,night,552632.5,4713701.1
548,2010-06-29,10,5,day,552624.6,4713698.9
548,2010-06-30,0,48,night,552622.8,4713686.5
548,2010-06-30,9,15,day,552626.7,4713700
548,2010-07-01,18,22,day,552626,4713695.3
548,2010-07-02,3,25,night,552649.1,4713692.5
548,2010-07-02,19,19,day,552672.6,4713688.8
548,2010-07-03,10,33,day,552606.5,4713695.7
548,2010-07-04,0,39,night,552542.1,4713712.8
548,2010-07-24,4,47,night,552665.4,4713678.4
548,2010-07-24,10,50,day,552650.4,4713690.1
548,2010-07-25,0,30,night,552648.9,4713684.2
548,2010-07-25,13,59,day,552601,4713703.8
548,2010-07-26,3,17,night,552606.2,4713695.2
548,2010-07-26,22,50,night,552577.6,4713697.7
548,2010-07-27,20,13,day,552579.3,4713706.9
548,2010-07-28,1,54,night,552604.5,4713690.6
548,2010-07-28,12,35,day,552636.1,4713712
548,2010-07-29,2,11,night,552652.7,4713678
548,2010-07-29,12,0,day,552674.5,4713686.3
548,2010-07-30,19,20,day,552674.1,4713686.9
548,2010-07-31,20,15,day,552650.5,4713698.2
548,2010-08-01,19,42,day,552693.1,4713681.2
548,2010-08-02,11,42,day,552611.8,4713697
548,2010-08-03,1,5,night,552606.7,4713692.9
548,2010-08-03,18,16,day,552619.7,4713697.6
548,2010-08-04,1,33,night,552590.5,4713701.4
548,2010-08-04,20,15,day,552610.4,4713696.3
548,2010-08-05,11,35,day,552610,4713712.7
548,2010-08-06,2,4,night,552583.1,4713699.4
548,2010-08-11,23,33,night,552671.3,4713662.7
548,2010-08-12,20,12,day,552626.6,4713700.6
548,2010-08-13,12,33,day,552632.1,4713702.5
548,2010-08-14,2,48,night,552599.1,4713710.4
548,2010-08-14,18,29,day,552609.6,4713719.8
548,2010-08-15,2,9,night,552631,4713693
548,2010-08-15,13,39,day,552629.5,4713713.1
548,2010-08-16,13,30,day,552606.6,4713699.7
548,2010-08-17,2,47,night,552625.6,4713705
548,2010-08-17,18,53,day,552671,4713692.4
548,2010-08-18,3,33,night,552625.9,4713698.9
548,2010-08-18,19,6,day,552634.5,4713715.3
548,2010-08-19,1,15,night,552610.8,4713695.1
548,2010-08-19,20,35,day,552625.9,4713697.6
548,2010-08-20,1,1,night,552661.3,4713712.4
548,2010-08-20,21,8,day,552615.5,4713702.2
548,2010-08-26,0,26,night,553960.9,4713375.8
550,2010-06-25,2,48,night,552728.5,4713652.6
550,2010-06-25,19,28,day,552647.4,4713699.6
550,2010-06-26,3,22,night,552672.1,4713688.1
550,2010-06-26,10,58,day,552677.9,4713712.6
550,2010-06-27,1,13,night,552798.8,4713643.6
550,2010-06-27,23,11,night,552708.9,4713659.6
550,2010-06-27,,,day,552742.9,4713694
550,2010-06-28,11,46,day,552651.5,4713696.7
550,2010-06-29,2,50,night,552638.3,4713701.2
550,2010-06-29,10,9,day,552642.5,4713698
550,2010-06-30,0,52,night,552660.9,4713673.6
550,2010-06-30,9,20,day,552648.6,4713698
550,2010-07-01,18,29,day,552650.4,4713695.1
550,2010-07-02,3,29,night,552648.9,4713702
550,2010-07-02,19,9,day,552651.4,4713692.7
550,2010-07-03,10,22,day,552648.3,4713698.7
550,2010-07-04,0,25,night,552751.8,4713645.9
550,2010-07-23,1,25,night,552652.4,4713673.9
550,2010-07-23,10,0,day,552644.6,4713697.2
550,2010-07-24,4,13,night,552598.9,4713696.8
550,2010-07-24,10,26,day,552643.5,4713702.1
550,2010-07-25,0,33,night,552679.7,4713671
550,2010-07-25,14,8,day,552650.7,4713693.2
550,2010-07-26,3,18,night,552590.1,4713697.3
550,2010-07-26,22,43,night,552576.6,4713695.3
550,2010-07-27,20,20,day,552648.5,4713697.4
550,2010-07-28,1,50,night,552745.6,4713677.7
550,2010-07-28,13,38,day,552750.1,4713697.3
550,2010-07-29,2,38,night,552746.1,4713698.4
550,2010-07-29,12,43,day,552748.1,4713697.9
550,2010-07-30,19,33,day,552749.1,4713697
550,2010-07-31,20,20,day,552752.7,4713697.1
551,2010-06-25,2,52,night,552835.4,4713647.1
551,2010-06-25,3,0,night,552898.7,4713633.3
552,2010-06-26,11,11,day,552875.3,4713655.3
552,2010-06-27,1,21,night,552902.2,4713630.6
552,2010-06-27,23,18,night,552941.9,4713641.4
552,2010-06-27,,,day,552979.7,4713649.6
552,2010-06-29,2,28,night,552943.7,4713651.3
552,2010-06-29,10,29,day,552983.6,4713648.5
552,2010-07-04,0,1,night,552912.3,4713666.4
552,2010-07-05,4,2,night,552930.2,4713628.3
554,2010-06-25,3,10,night,552962.1,4713642.1
554,2010-06-26,11,18,day,552931.1,4713660.8
554,2010-06-27,1,35,night,552885.1,4713660.2
554,2010-06-27,23,22,night,552951.9,4713653.3
554,2010-06-27,,,day,552986,4713649.1
554,2010-06-28,11,31,day,552984.2,4713648.3
554,2010-06-29,2,31,night,552908.4,4713657.6
554,2010-06-30,9,42,day,552979.1,4713651.8
554,2010-07-01,18,59,day,552977.1,4713649.7
554,2010-07-02,3,14,night,552922.2,4713628.9
554,2010-07-02,19,36,day,552933,4713651.5
554,2010-07-03,10,47,day,552931.2,4713653.3
554,2010-07-04,0,9,night,552885,4713656.3
554,2010-07-04,10,36,day,552987,4713650.3
554,2010-07-05,3,50,night,552983.4,4713649.6
554,2010-07-05,9,40,day,552986.3,4713649.5
554,2010-07-06,0,26,night,552976.3,4713644.6
554,2010-07-07,1,38,night,552971.6,4713645.2
555,2010-06-25,3,13,night,552934,4713636.3
561,2010-06-26,1,50,night,551138.1,4714009.7
565,2010-06-26,2,9,night,551630.1,4713896.6
566,2010-06-26,2,20,night,551875.8,4713833.9
568,2010-06-26,2,31,night,552039.9,4713792.9
569,2010-06-26,2,38,night,552197.2,4713762.4
570,2010-06-26,2,43,night,552302.6,4713741.2
572,2010-06-26,2,49,night,552390.8,4713725.1
575,2010-06-26,3,54,night,552501.8,4713719.4
577,2010-06-26,3,58,night,552501.9,4713721.7
581,2010-06-26,4,25,night,552328,4713756.6
583,2010-06-26,4,34,night,552267.9,4713769.8
584,2010-06-26,4,38,night,552260.7,4713770.8
585,2010-06-26,4,44,night,552202.5,4713784.3
586,2010-06-26,4,50,night,552147.6,4713796.2
587,2010-06-26,4,53,night,552130.3,4713793.1
588,2010-06-26,5,11,night,551968.8,4713815.4
598,2010-06-26,23,23,night,551478.1,4713943.9
599,2010-06-26,23,33,night,551894.1,4713827.3
599,2010-06-27,22,30,night,552083.2,4713789.1
599,2010-06-27,,,day,552049.8,4713817.9
599,2010-06-28,10,16,day,552049.3,4713819
599,2010-06-29,3,40,night,552048.8,4713815.4
599,2010-06-29,8,43,day,552050.4,4713816.3
599,2010-06-30,1,47,night,552072.1,4713801.7
599,2010-06-30,8,15,day,552080.6,4713795.7
599,2010-07-01,17,32,day,552077.5,4713794.2
599,2010-07-02,4,32,night,552079.9,4713798.7
599,2010-07-02,17,35,day,552078.2,4713799.6
599,2010-07-03,8,31,day,552079.3,4713797
599,2010-07-04,1,52,night,552079.3,4713794.9
599,2010-07-04,9,29,day,552076.8,4713795.5
599,2010-07-05,4,46,night,552078.8,4713796.5
599,2010-07-05,8,39,day,552078.1,4713799.8
599,2010-07-06,0,54,night,552079,4713796.3
600,2010-06-26,23,43,night,551903.5,4713842
601,2010-06-26,23,48,night,551959,4713829.7
603,2010-06-26,23,52,night,552030.3,4713798.4
604,2010-06-27,0,1,night,552086,4713786.8
605,2010-06-27,0,15,night,552280.3,4713772.9
605,2010-06-27,22,55,night,552423.8,4713728.1
605,2010-06-27,,,day,552352.6,4713754.6
605,2010-06-28,10,53,day,552550.2,4713711.3
605,2010-06-29,3,3,night,552518.6,4713715.7
605,2010-06-29,9,39,day,552525.3,4713719.1
605,2010-06-30,1,6,night,552497.5,4713730.6
605,2010-06-30,9,2,day,552522.9,4713724.4
605,2010-07-01,19,22,day,552353.4,4713752.5
605,2010-07-02,4,6,night,552350.2,4713751.2
605,2010-07-02,18,6,day,552348.7,4713757.5
605,2010-07-03,9,2,day,552351.3,4713756.7
605,2010-07-04,0,34,night,552544.4,4713703.4
605,2010-07-04,10,20,day,552641.1,4713710.3
605,2010-07-05,9,32,day,552628.2,4713711
605,2010-07-06,0,34,night,552687.2,4713686.6
605,2010-07-06,19,45,day,552351.4,4713748.9
605,2010-07-07,1,20,night,552344.9,4713736.8
605,2010-08-11,23,21,night,552486,4713718.7
605,2010-08-12,20,5,day,552494.3,4713727.1
605,2010-08-13,12,5,day,552482.4,4713726.4
605,2010-08-14,2,58,night,552399.1,4713745.2
605,2010-08-14,18,12,day,552305.7,4713774
605,2010-08-15,2,17,night,552322.2,4713744
605,2010-08-15,13,29,day,552352.7,4713754.7
605,2010-08-16,13,22,day,552306.8,4713767.9
605,2010-08-17,18,44,day,552501,4713725.8
605,2010-08-18,3,44,night,552460.8,4713728.3
605,2010-08-18,18,58,day,552496.8,4713727.4
605,2010-08-19,1,27,night,552475.3,4713727.9
605,2010-08-19,20,24,day,552502.5,4713725.2
605,2010-08-20,1,4,night,552514.2,4713714.7
605,2010-08-20,20,57,day,552490.1,4713730.8
605,2010-08-22,19,1,day,552497.9,4713727.7
605,2010-08-23,3,12,night,552494.7,4713723.2
605,2010-08-23,17,19,day,552500.9,4713721
605,2010-08-23,23,50,night,552498.9,4713717.1
605,2010-08-24,19,52,day,552483.4,4713728.5
605,2010-08-25,0,30,night,552533.9,4713714
605,2010-08-25,15,8,day,552501.2,4713720.4
605,2010-08-26,16,39,day,552499,4713726
605,2010-08-26,23,14,night,552539.7,4713711.2
607,2010-06-27,0,19,night,552307.8,4713751.7
610,2010-06-27,0,50,night,552389,4713744.7
610,2010-06-27,23,0,night,552506.9,4713713
610,2010-06-27,,,day,552459.8,4713736.8
610,2010-06-28,11,3,day,552562.1,4713715.4
610,2010-06-29,2,58,night,552586.1,4713704.4
610,2010-06-29,9,52,day,552484.9,4713729
610,2010-06-30,1,3,night,552486.4,4713718.2
610,2010-06-30,9,59,day,552462.9,4713731.9
610,2010-07-01,19,13,day,552486.1,4713725.1
610,2010-07-02,3,52,night,552477.1,4713726.8
610,2010-07-02,18,44,day,552492.2,4713724.3
610,2010-07-03,9,50,day,552496.8,4713720.8
610,2010-07-04,0,47,night,552556.8,4713710.7
610,2010-07-23,2,3,night,552510.7,4713715.4
610,2010-07-23,10,44,day,552527.3,4713741.6
610,2010-07-24,4,3,night,552514,4713749.7
610,2010-07-24,10,15,day,552511.5,4713754.9
610,2010-07-25,0,50,night,552501.1,4713720
610,2010-07-25,13,32,day,552479.3,4713731
610,2010-07-26,3,35,night,552428.9,4713725.8
610,2010-07-26,23,35,night,552536.2,4713725.5
610,2010-07-27,19,53,day,552483.2,4713724.5
610,2010-07-28,2,14,night,552512.2,4713716.4
610,2010-07-28,12,25,day,552555.4,4713715.2
610,2010-07-29,2,46,night,552530.1,4713711.9
610,2010-07-29,12,59,day,552480.4,4713724.4
610,2010-07-30,18,59,day,552480.5,4713733.6
610,2010-07-31,20,0,day,552499.8,4713752.1
611,2010-06-27,1,0,night,552416.1,4713732.5
614,2010-06-27,1,6,night,552705.4,4713661.2
614,2010-06-27,1,17,night,552868.1,4713648.8
617,2010-06-27,1,25,night,552907,4713629.7
621,2010-06-27,23,37,night,552641.2,4713680.8
621,2010-06-28,11,51,day,552655.6,4713705.2
621,2010-06-29,2,44,night,552845.3,4713656.8
621,2010-06-30,0,40,night,552935,4713651.9
621,2010-06-30,9,37,day,552940.3,4713653.7
621,2010-07-01,18,46,day,552932.7,4713649.1
621,2010-07-02,3,8,night,552933.1,4713649.6
621,2010-07-02,19,32,day,552933.4,4713645.7
621,2010-07-23,10,26,day,552872.9,4713660.8
622,2010-06-27,23,45,night,552613.9,4713693.2
622,2010-06-28,11,18,day,552718,4713688.5
622,2010-06-29,2,37,night,552665.9,4713693.9
622,2010-06-29,10,17,day,552716.6,4713688.5
622,2010-06-30,0,44,night,552743.8,4713687.3
622,2010-06-30,9,28,day,552754.6,4713684.8
622,2010-07-01,18,36,day,552752.1,4713682.9
622,2010-07-02,3,22,night,552680.1,4713687.4
622,2010-07-02,19,23,day,552680.7,4713687.9
622,2010-07-03,10,40,day,552680.7,4713687.9
622,2010-07-04,0,18,night,552653.8,4713694.5
622,2010-07-04,10,26,day,552680.6,4713684.3
622,2010-07-05,4,17,night,552504.9,4713716
622,2010-07-05,9,24,day,552681.7,4713687.3
622,2010-07-06,0,39,night,552586.6,4713708.6
622,2010-07-06,19,10,day,552672.7,4713712
622,2010-07-07,1,30,night,552659,4713676.3
625,2010-06-28,0,7,night,552493.1,4713719.1
625,2010-06-28,11,57,day,552471.6,4713761.4
625,2010-06-29,3,13,night,552302,4713766.9
625,2010-06-29,9,21,day,552314.7,4713761.9
625,2010-06-30,1,34,night,552317.1,4713749.4
625,2010-06-30,8,33,day,552318.2,4713748.3
625,2010-07-01,17,48,day,552354.4,4713747.7
625,2010-07-02,18,27,day,552422,4713732.9
625,2010-07-03,9,32,day,552378.3,4713748.2
625,2010-07-04,1,20,night,552391.9,4713736.9
625,2010-07-23,9,31,day,552374,4713746.9
625,2010-07-24,3,53,night,552288.7,4713752.5
625,2010-07-24,9,50,day,552364,4713745.8
625,2010-07-25,1,2,night,552286.4,4713746.5
625,2010-07-25,13,16,day,552366.6,4713750.9
625,2010-07-26,3,37,night,552407.3,4713734.5
625,2010-07-28,11,57,day,552358.4,4713765.5
625,2010-07-31,19,34,day,552440.5,4713761.9
627,2010-06-28,0,17,night,552435,4713731.2
627,2010-06-28,12,3,day,552471.4,4713746.4
627,2010-06-29,3,7,night,552383,4713741.9
627,2010-06-29,9,32,day,552463.6,4713760.1
627,2010-06-30,1,9,night,552494.6,4713731.7
627,2010-06-30,8,55,day,552521.8,4713736
627,2010-07-01,18,7,day,552522.7,4713734.7
627,2010-07-02,3,43,night,552472.2,4713729.7
627,2010-07-02,18,33,day,552463.7,4713737.6
627,2010-07-03,9,40,day,552479.3,4713745
627,2010-07-04,1,12,night,552470.6,4713726.7
726,2010-07-22,23,20,night,551641.9,4713895.4
726,2010-07-23,8,40,day,551715.1,4713896.2
726,2010-07-24,3,20,night,551770,4713869.4
726,2010-07-24,9,12,day,551768,4713874.8
726,2010-07-25,1,27,night,551731.2,4713881.7
726,2010-07-25,12,43,day,551738.8,4713893.9
726,2010-07-26,3,59,night,551769.8,4713870.3
726,2010-07-26,21,51,night,551734.8,4713872
726,2010-07-27,19,5,day,551717.3,4713895.5
726,2010-07-28,2,45,night,551767.7,4713874.7
726,2010-07-28,14,6,day,551770.7,4713870.4
726,2010-07-29,3,16,night,551715.1,4713874.3
726,2010-07-29,10,50,day,551715.8,4713890.4
726,2010-07-30,17,53,day,551715.8,4713890.4
726,2010-07-31,18,5,day,551733.8,4713898.2
726,2010-08-01,17,52,day,551714.6,4713889.1
726,2010-08-02,10,38,day,551732.2,4713894.5
726,2010-08-03,2,22,night,551719.7,4713897.9
726,2010-08-03,16,55,day,551713.3,4713895.9
726,2010-08-04,2,17,night,551740.4,4713878.7
726,2010-08-04,18,47,day,551768.1,4713871.7
726,2010-08-05,13,1,day,551768,4713875
726,2010-08-06,0,56,night,551708.1,4713880.2
729,2010-07-22,23,39,night,551670.7,4713887.2
729,2010-07-23,8,46,day,551825.1,4713857
729,2010-07-24,3,18,night,551765.4,4713871.2
729,2010-07-24,9,20,day,551776.1,4713876.9
729,2010-07-25,1,31,night,551767.5,4713868.7
729,2010-07-25,12,50,day,551827.6,4713859.4
729,2010-07-26,3,52,night,551794.6,4713855.7
729,2010-07-27,0,5,night,551696.3,4713882
729,2010-07-27,19,13,day,551827.3,4713856.9
729,2010-07-28,2,43,night,551743.7,4713879.9
729,2010-07-28,11,26,day,551827.4,4713856.7
729,2010-07-29,3,15,night,551755.4,4713869.5
729,2010-07-29,10,55,day,551827.5,4713860.5
729,2010-07-30,18,13,day,551823.6,4713864.2
729,2010-07-30,22,40,night,551767.4,4713870
729,2010-07-31,18,29,day,551820.1,4713855.9
729,2010-07-31,,,day,551824.9,4713857.9
730,2010-07-22,23,50,night,551841.3,4713840.4
730,2010-07-23,8,50,day,551831,4713857.5
730,2010-07-24,5,15,night,551757.9,4713899.7
730,2010-07-24,9,5,day,551758.3,4713898.1
730,2010-07-25,1,35,night,551756.2,4713896.2
730,2010-07-25,,,day,551763.8,4713898.9
730,2010-07-26,4,4,night,551760,4713892.3
730,2010-07-28,14,14,day,551773,4713895.3
730,2010-07-30,18,6,day,551778.4,4713884.5
730,2010-07-31,18,14,day,551773.6,4713885.4
731,2010-06-26,5,15,night,551970.7,4713826.1
731,2010-07-23,0,2,night,551954.7,4713828.8
731,2010-07-23,9,0,day,551997.3,4713826.9
731,2010-07-24,3,44,night,551992.6,4713807.8
731,2010-07-24,9,34,day,552087.8,4713809.6
731,2010-07-25,1,18,night,552046.9,4713807.8
731,2010-07-25,13,4,day,552159.3,4713795.4
731,2010-07-26,3,47,night,552022.8,4713808.4
731,2010-07-26,23,47,night,552158.8,4713760.3
731,2010-07-27,19,27,day,551999.2,4713826.8
731,2010-07-28,2,34,night,552023.9,4713821
731,2010-07-28,11,38,day,552084.4,4713823.7
731,2010-07-29,3,5,night,552053.3,4713795.8
731,2010-07-29,11,23,day,552159.4,4713795.8
731,2010-07-30,18,36,day,552155.9,4713795.7
731,2010-07-31,18,50,day,552017.5,4713825.9
731,2010-08-01,18,29,day,552017.1,4713822
731,2010-08-02,11,8,day,552087.7,4713808.3
731,2010-08-03,1,47,night,552049.9,4713814.3
731,2010-08-03,17,36,day,552087.2,4713835.1
731,2010-08-04,1,54,night,551991.1,4713805.3
731,2010-08-04,19,30,day,551979.9,4713827.2
731,2010-08-05,10,53,day,551982,4713828.3
731,2010-08-06,1,26,night,551993.9,4713801.2
731,2010-08-12,0,11,night,552023.4,4713808.5
731,2010-08-12,19,46,day,552039,4713819.4
731,2010-08-13,11,27,day,552085.6,4713808.8
731,2010-08-14,2,5,night,552088.4,4713809
731,2010-08-14,17,24,day,552086.3,4713811.8
731,2010-08-15,1,30,night,552021.5,4713798.2
731,2010-08-15,12,49,day,552023.9,4713822.4
731,2010-08-16,12,39,day,552086,4713810.4
731,2010-08-17,3,23,night,552006.7,4713795.9
731,2010-08-17,18,3,day,552085.1,4713805.9
731,2010-08-18,4,14,night,552029.7,4713814.8
731,2010-08-18,20,0,day,552084.5,4713826.7
731,2010-08-19,1,54,night,552022.8,4713818.2
731,2010-08-19,18,58,day,552025.9,4713822.3
731,2010-08-20,1,49,night,552002.9,4713792.5
731,2010-08-20,20,7,day,552025.4,4713824.9
731,2010-08-20,23,21,night,552012.5,4713821.5
731,2010-08-22,18,9,day,552026,4713820.3
731,2010-08-23,3,43,night,552026.2,4713806.4
731,2010-08-23,16,33,day,552028.3,4713817.9
731,2010-08-24,0,22,night,552024.2,4713822
731,2010-08-24,19,1,day,552028.7,4713821
731,2010-08-25,0,58,night,552008.2,4713821.6
731,2010-08-25,15,54,day,552025.3,4713816.1
731,2010-08-26,15,52,day,552026.2,4713820.5
731,2010-08-27,0,34,night,552047.4,4713784.6
734,2010-07-23,0,0,night,552229.6,4713745.9
734,2010-07-23,9,27,day,552314.6,4713765.4
734,2010-07-24,3,51,night,552267.7,4713755.6
