Toad,Date,Hour,Minute,Cycle,Easting,Northing
734,2010-07-24,9,43,day,552316.7,4713761.9
734,2010-07-25,1,10,night,552294.2,4713755.5
734,2010-07-25,13,11,day,552340,4713760.1
734,2010-07-26,3,42,night,552318.3,4713745
734,2010-07-26,22,6,night,552291.6,4713747.9
734,2010-07-27,19,38,day,552315.8,4713765.3
734,2010-07-28,2,23,night,552317.5,4713767.8
734,2010-07-28,11,49,day,552317.4,4713762
734,2010-07-29,3,0,night,552317.6,4713763.9
734,2010-07-29,11,29,day,552316.7,4713761.4
734,2010-07-30,18,50,day,552315,4713767
734,2010-07-31,19,19,day,552315.2,4713764.8
734,2010-08-01,18,49,day,552312.3,4713772.2
735,2010-07-23,0,44,night,552394.1,4713721.8
739,2010-07-23,1,15,night,552566.8,4713701.1
739,2010-07-23,9,49,day,552502.5,4713722.5
741,2010-07-23,1,35,night,552676.5,4713668
741,2010-07-23,10,20,day,552664.6,4713712.3
741,2010-07-24,4,11,night,552587.9,4713702.5
741,2010-07-24,10,30,day,552640.7,4713703.7
741,2010-07-25,0,44,night,552569.3,4713701.5
741,2010-07-25,13,52,day,552630.1,4713714.1
741,2010-07-26,3,25,night,552628.2,4713711
741,2010-07-26,22,15,night,552508.5,4713718.1
741,2010-07-27,20,1,day,552517.9,4713713.4
741,2010-07-28,2,0,night,552553.7,4713703.5
741,2010-07-28,12,42,day,552628.2,4713712.3
741,2010-07-29,2,14,night,552587.7,4713700.1
741,2010-07-29,11,43,day,552516.7,4713713
741,2010-07-30,20,2,day,552648.3,4713699.9
741,2010-07-31,19,46,day,552514,4713713.9
741,2010-08-01,19,33,day,552629.2,4713713.6
741,2010-08-02,11,48,day,552654.1,4713699.2
741,2010-08-03,1,18,night,552648.7,4713698.6
741,2010-08-03,18,19,day,552650.5,4713698.2
741,2010-08-04,20,24,day,552650.7,4713698.6
744,2010-07-23,1,45,night,552606.9,4713693.3
744,2010-07-23,9,57,day,552593.7,4713706.8
744,2010-07-24,4,16,night,552637.9,4713685.8
744,2010-07-24,10,39,day,552629.1,4713719.2
744,2010-07-25,0,40,night,552603.7,4713697.9
744,2010-07-26,3,14,night,552626.4,4713689.2
744,2010-07-26,22,36,night,552592.4,4713697.6
744,2010-07-27,21,2,day,552513.8,4713729.7
744,2010-07-28,2,15,night,552378.8,4713725.9
744,2010-07-28,12,8,day,552337,4713758.6
744,2010-07-29,2,18,night,552497.3,4713722.5
744,2010-07-29,11,52,day,552611.9,4713714.9
744,2010-07-30,19,11,day,552574.6,4713728
744,2010-07-31,19,55,day,552668.4,4713712.9
744,2010-08-01,19,29,day,552605.3,4713727.3
744,2010-08-02,12,13,day,552649.2,4713714
744,2010-08-03,1,12,night,552660.1,4713695.8
744,2010-08-03,18,6,day,552608.1,4713711.1
744,2010-08-04,1,30,night,552611.7,4713691.3
744,2010-08-04,20,30,day,552654.7,4713704.9
744,2010-08-05,12,18,day,552612.4,4713725.4
744,2010-08-06,2,10,night,552611.7,4713725.4
744,2010-08-11,23,41,night,552685.2,4713661
744,2010-08-12,20,33,day,552614.4,4713724.1
744,2010-08-13,12,16,day,552612.4,4713714.7
744,2010-08-18,19,20,day,552611.1,4713723.7
744,2010-08-19,1,21,night,552648.3,4713700.5
744,2010-08-19,20,41,day,552647.9,4713698.9
744,2010-08-20,0,54,night,552649.2,4713696.8
744,2010-08-20,21,3,day,552649.7,4713702.6
744,2010-08-25,15,22,day,552647.9,4713696.9
769,2010-07-24,0,0,night,552689,4713673.4
769,2010-07-24,10,59,day,552681.1,4713686.4
769,2010-07-25,0,6,night,552668.4,4713682.8
769,2010-07-25,14,16,day,552728.7,4713684
769,2010-07-26,3,5,night,552784.5,4713656.2
769,2010-07-26,22,57,night,552723.9,4713652.6
769,2010-07-27,20,40,day,552782.2,4713662.1
769,2010-07-28,1,37,night,552781,4713639.5
769,2010-07-28,13,6,day,552782.6,4713658.4
769,2010-07-29,2,8,night,552693,4713676.6
769,2010-07-29,12,23,day,552780.9,4713660.3
769,2010-07-30,19,37,day,552779.8,4713662.1
769,2010-07-31,20,0,day,552779.9,4713660.9
769,2010-08-01,19,57,day,552709.5,4713663.8
769,2010-08-02,11,55,day,552782.5,4713660.6
769,2010-08-03,0,59,night,552754.9,4713676.4
769,2010-08-03,18,29,day,552732.5,4713672
769,2010-08-04,1,23,night,552685,4713684.8
769,2010-08-04,20,35,day,552732.1,4713670.8
769,2010-08-05,11,59,day,552645.1,4713702.2
769,2010-08-06,2,17,night,552706.3,4713671.2
770,2010-07-24,4,36,night,552680,4713676.2
770,2010-07-24,10,56,day,552650.4,4713700.1
770,2010-07-25,0,37,night,552708.8,4713664.3
770,2010-07-25,14,22,day,552732.6,4713685.3
770,2010-07-26,3,10,night,552684.4,4713674.8
770,2010-07-26,23,0,night,552729.7,4713651.2
770,2010-07-27,20,32,day,552697.1,4713673.7
770,2010-07-28,1,43,night,552696.4,4713669.2
770,2010-07-28,12,57,day,552711.2,4713662.1
770,2010-07-29,12,6,day,552716,4713685.3
770,2010-07-30,,,day,552715.2,4713686.2
800,2010-06-26,2,59,night,552959.6,4713635.2
806,2010-06-24,23,33,night,550843.1,4714065.6
812,2010-07-26,2,50,night,552894.6,4713662.1
812,2010-07-26,23,8,night,552918.6,4713658.6
812,2010-07-27,20,49,day,552922.2,4713658.6
812,2010-07-28,1,33,night,552923.5,4713653.6
821,2010-06-25,1,59,night,552528.7,4713709.3
821,2010-06-25,18,55,day,552568.8,4713709.5
821,2010-06-26,3,49,night,552524.4,4713705.4
821,2010-06-26,10,38,day,552494,4713725.8
821,2010-06-27,1,47,night,552353.2,4713755.2
821,2010-06-27,22,51,night,552384.1,4713734
821,2010-06-27,,,day,552312.9,4713751.7
821,2010-06-28,10,48,day,552484.9,4713732.5
821,2010-06-29,3,0,night,552569.8,4713698.3
821,2010-06-29,9,43,day,552592.4,4713708.9
821,2010-06-30,1,0,night,552562.2,4713702.9
821,2010-06-30,9,7,day,552577,4713708.1
821,2010-07-01,18,12,day,552507.7,4713721
821,2010-07-02,3,48,night,552533.5,4713715.3
821,2010-07-02,18,33,day,552529.6,4713715.9
821,2010-07-03,10,0,day,552593,4713711.8
821,2010-07-04,1,3,night,552441.5,4713726.6
821,2010-07-23,1,54,night,552533.8,4713708.1
821,2010-07-23,10,13,day,552594.9,4713710.4
821,2010-07-24,4,7,night,552530.2,4713713.4
821,2010-07-24,10,8,day,552506.3,4713725.5
821,2010-07-25,0,52,night,552519.1,4713712.9
821,2010-07-25,13,40,day,552597.8,4713708.2
821,2010-07-26,3,31,night,552499.2,4713720
821,2010-07-26,22,25,night,552539,4713708.1
824,2010-07-30,22,20,night,551372.3,4713948.8
841,2010-06-26,2,25,night,551882.1,4713828.9
841,2010-07-29,11,16,day,552051.7,4713816.5
841,2010-07-30,18,28,day,552050.3,4713819.1
841,2010-07-31,18,56,day,552051.8,4713820.1
841,2010-08-01,18,43,day,552050.3,4713816.6
841,2010-08-02,11,21,day,552047.2,4713804.6
841,2010-08-03,1,44,night,552069.2,4713793.5
841,2010-08-03,17,43,day,552099.2,4713804.5
841,2010-08-04,1,51,night,552060.1,4713795.5
841,2010-08-04,21,11,day,552084.6,4713827.3
841,2010-08-05,12,36,day,552083.2,4713826.6
841,2010-08-06,1,41,night,552084.2,4713825.1
844,2010-06-25,1,51,night,552366.2,4713740.4
844,2010-06-25,18,48,day,552373.9,4713744.4
844,2010-06-26,4,20,night,552355.2,4713750.9
844,2010-06-26,10,28,day,552357.7,4713752.3
844,2010-06-27,1,49,night,552363.3,4713740.8
844,2010-06-27,22,48,night,552350.5,4713735.6
844,2010-06-27,,,day,552356.8,4713756.7
844,2010-06-28,10,49,day,552434.3,4713748.7
844,2010-06-29,3,23,night,552315.9,4713761.7
844,2010-06-29,9,7,day,552353.5,4713749
844,2010-06-30,1,20,night,552351.1,4713755.3
844,2010-06-30,8,38,day,552357.1,4713756.6
844,2010-07-01,17,51,day,552373.9,4713748.8
844,2010-07-02,4,1,night,552375.6,4713744.7
844,2010-07-02,18,12,day,552373.2,4713746.1
844,2010-07-03,9,15,day,552373.3,4713747.1
844,2010-07-04,1,26,night,552367.6,4713729.5
844,2010-07-04,9,58,day,552340.3,4713756.2
844,2010-07-05,4,28,night,552343.2,4713736.8
844,2010-07-05,9,3,day,552348.8,4713763.1
844,2010-07-06,0,45,night,552342.1,4713734.2
844,2010-07-06,18,39,day,552322,4713762.2
844,2010-07-07,1,15,night,552342.2,4713732.6
844,2010-07-23,0,54,night,552442,4713730.3
844,2010-07-23,2,7,night,552397.4,4713726.5
844,2010-07-23,9,37,day,552374,4713749.7
844,2010-07-24,3,56,night,552330.4,4713743.3
844,2010-07-24,9,54,day,552366,4713752.1
844,2010-07-25,0,59,night,552357.2,4713747.6
844,2010-07-25,13,24,day,552374.7,4713745.7
844,2010-07-26,3,37,night,552388.3,4713732.3
844,2010-07-26,22,10,night,552358.5,4713749.8
844,2010-07-27,19,44,day,552349.4,4713751.2
844,2010-07-28,2,20,night,552352.2,4713750
844,2010-07-28,12,2,day,552347.2,4713755.7
844,2010-07-29,2,51,night,552335.7,4713736.1
844,2010-07-29,11,36,day,552386.8,4713746.3
844,2010-07-30,18,54,day,552384.7,4713750.3
844,2010-07-31,19,27,day,552353.3,4713756.3
844,2010-08-01,18,53,day,552354.2,4713755
844,2010-08-02,11,35,day,552375.8,4713749
844,2010-08-03,1,24,night,552598.4,4713697.2
844,2010-08-03,17,57,day,552346.3,4713753.6
844,2010-08-04,1,39,night,552364.7,4713749.3
844,2010-08-04,20,6,day,552429.8,4713749
844,2010-08-05,11,11,day,552367.7,4713750.4
844,2010-08-06,1,57,night,552411.5,4713739.3
847,2010-06-25,0,33,night,551822.4,4713859.6
847,2010-06-25,17,59,day,551893.3,4713844.5
847,2010-06-26,2,18,night,551795,4713856.8
847,2010-06-26,5,5,night,551984.1,4713822.3
847,2010-06-26,9,50,day,551892.6,4713843.8
847,2010-06-27,2,2,night,551969.9,4713828.5
847,2010-06-27,22,23,night,551814.8,4713853.1
847,2010-06-27,,,day,551892.2,4713842.6
847,2010-06-28,10,6,day,551905.5,4713844.9
847,2010-06-29,3,46,night,551904,4713843.1
847,2010-06-29,8,39,day,551905.3,4713844.4
847,2010-06-30,1,53,night,551905.3,4713841.5
847,2010-06-30,8,9,day,551907.4,4713840.9
847,2010-07-01,17,26,day,551858.1,4713846.6
847,2010-07-02,4,38,night,551897,4713842
847,2010-07-02,17,27,day,551890,4713843.9
847,2010-07-03,8,24,day,551905.9,4713842.5
847,2010-07-04,2,0,night,551821.3,4713860.2
847,2010-07-04,9,8,day,551830.5,4713859.2
847,2010-07-05,4,51,night,551859.3,4713833.3
847,2010-07-05,8,33,day,551829.8,4713859.5
847,2010-07-06,1,0,night,551865.3,4713848.5
847,2010-07-06,17,55,day,551833.5,4713859.1
847,2010-07-07,0,58,night,552005.6,4713822.9
847,2010-07-24,3,30,night,551794.5,4713862.6
847,2010-07-24,9,26,day,551826.4,4713857.1
847,2010-07-25,1,23,night,551811,4713856.5
847,2010-07-25,12,55,day,551827.9,4713861.1
847,2010-07-26,0,0,night,551827.7,4713843.9
847,2010-07-26,3,52,night,551799,4713861.4
847,2010-07-27,19,18,day,551892.4,4713844.3
847,2010-07-28,2,38,night,551972.9,4713827.6
847,2010-07-28,13,59,day,551825.8,4713859.8
847,2010-07-29,3,12,night,551856.2,4713850.1
847,2010-07-29,11,0,day,551831.7,4713857.4
847,2010-07-30,18,14,day,551826.2,4713856.7
847,2010-07-30,22,43,night,551863.8,4713832.5
847,2010-07-31,18,38,day,551893.3,4713842.9
847,2010-08-01,18,21,day,551973.2,4713827.2
847,2010-08-02,10,54,day,551892.6,4713843.4
847,2010-08-03,2,11,night,551803.9,4713854.7
847,2010-08-03,17,10,day,551826,4713859
847,2010-08-04,2,4,night,551820.6,4713850.3
847,2010-08-04,19,6,day,551885.3,4713845
847,2010-08-05,12,53,day,551830,4713863.7
847,2010-08-06,1,9,night,551831.7,4713857.5
866,2010-07-29,0,48,night,551906.8,4713825.1
866,2010-07-29,11,10,day,552013.6,4713826.9
866,2010-07-30,18,22,day,552012.1,4713827.6
868,2010-07-29,1,6,night,552063.1,4713797.2
868,2010-08-03,1,55,night,552072.2,4713812
916,2010-07-30,22,30,night,551462.1,4713929.7
916,2010-07-31,17,59,day,551528.2,4713935.8
916,2010-08-01,17,46,day,551582.5,4713920.7
916,2010-08-02,10,30,day,551599.3,4713919.1
916,2010-08-03,2,27,night,551719,4713897.7
916,2010-08-03,16,51,day,551714.9,4713898.3
916,2010-08-04,2,23,night,551502,4713936.9
916,2010-08-04,18,32,day,551528.4,4713928.4
916,2010-08-05,10,14,day,551581.3,4713920.9
916,2010-08-06,0,49,night,551563.9,4713925.6
916,2010-08-20,2,15,night,551543.6,4713913.2
916,2010-08-20,21,46,night,551558.4,4713911.9
916,2010-08-20,,,day,551591.3,4713922.4
916,2010-08-22,17,53,day,551601.3,4713913.2
916,2010-08-23,4,4,night,551473.6,4713938.5
916,2010-08-23,16,5,day,551526.3,4713930.5
916,2010-08-24,0,37,night,551478.6,4713939.6
916,2010-08-24,18,46,day,551592.6,4713919.4
916,2010-08-25,1,12,night,551470.6,4713943.2
916,2010-08-25,16,23,day,551593.9,4713914.4
916,2010-08-26,15,35,day,551499.9,4713926.7
916,2010-08-26,22,25,night,551506.7,4713913.6
919,2010-07-30,22,51,night,551911.4,4713815.1
919,2010-07-31,19,4,day,551964.3,4713830.3
919,2010-08-01,20,30,day,551769.8,4713874.9
919,2010-08-02,10,45,day,551827.2,4713859
919,2010-08-03,2,9,night,551812.2,4713851.9
919,2010-08-03,17,15,day,551842.9,4713844.5
919,2010-08-04,2,7,night,551814.8,4713851.6
919,2010-08-04,19,0,day,551844.3,4713854.2
919,2010-08-05,12,45,day,551847.7,4713857.2
919,2010-08-06,2,34,night,551932.1,4713806.2
921,2010-07-30,23,3,night,551963.2,4713804
921,2010-07-31,19,11,day,551972.1,4713830.9
921,2010-08-01,18,12,day,551842.6,4713847.8
921,2010-08-02,12,31,day,552020.6,4713824.7
921,2010-08-03,2,0,night,551996.5,4713804.8
921,2010-08-03,17,27,day,551968.9,4713827.9
921,2010-08-04,19,24,day,551971.2,4713829.3
921,2010-08-05,11,1,day,552050,4713816.6
921,2010-08-06,1,35,night,551995.4,4713807.1
921,2010-08-15,1,20,night,551999.1,4713802.7
921,2010-08-15,12,42,day,551974.5,4713829
921,2010-08-16,12,31,day,552023.5,4713823.2
921,2010-08-17,3,28,night,551897.3,4713844.3
921,2010-08-17,17,54,day,551894,4713849.6
921,2010-08-18,4,18,night,552002.6,4713827.1
921,2010-08-18,20,8,day,551997.1,4713830.8
921,2010-08-19,1,58,night,551948.2,4713829.6
921,2010-08-19,19,6,day,551981.7,4713829
921,2010-08-20,1,53,night,551936.2,4713820.6
921,2010-08-20,20,0,day,551978.6,4713824.9
921,2010-08-20,20,1,day,551976.2,4713827.8
921,2010-08-20,23,26,night,552021.2,4713828.5
921,2010-08-22,19,35,day,551843.9,4713848.7
921,2010-08-23,3,47,night,551893.6,4713819.2
921,2010-08-23,16,21,day,551844.3,4713846.2
921,2010-08-24,0,25,night,551891.8,4713817.9
921,2010-08-24,18,54,day,551843.7,4713849.6
921,2010-08-25,1,3,night,551876.7,4713845
921,2010-08-25,16,2,day,551843,4713848
921,2010-08-26,15,47,day,551883.1,4713839
921,2010-08-27,0,28,night,552080.4,4713779.7
940,2010-06-26,4,8,night,552466.1,4713717.7
940,2010-06-27,0,30,night,552359.9,4713738.5
940,2010-06-27,22,56,night,552429.8,4713726.7
940,2010-06-27,,,day,552462.8,4713761
940,2010-06-28,12,8,day,552460.8,4713763.3
940,2010-06-29,3,18,night,552371.7,4713742.4
940,2010-06-29,9,25,day,552361.9,4713751.8
940,2010-06-30,1,27,night,552362.1,4713751.8
940,2010-06-30,8,44,day,552361.3,4713753.7
940,2010-07-01,20,39,day,552249.7,4713799.8
940,2010-07-02,4,17,night,552255.9,4713801.7
940,2010-07-02,17,56,day,552255.4,4713800.5
940,2010-07-03,9,3,day,552242.2,4713809
940,2010-07-04,1,43,night,552254.9,4713797.3
940,2010-07-04,9,53,day,552245.8,4713801.4
940,2010-07-05,4,33,night,552255.9,4713799.7
940,2010-07-05,10,5,day,552247.6,4713801.9
940,2010-07-06,18,32,day,552247.2,4713805.1
941,2010-06-27,23,57,night,552602,4713701.2
941,2010-06-28,11,13,day,552619.7,4713700.9
941,2010-06-29,2,56,night,552612.9,4713694.7
941,2010-06-29,10,1,day,552596.7,4713708.7
941,2010-06-30,0,55,night,552596.2,4713702.2
941,2010-06-30,9,11,day,552601.1,4713703.3
941,2010-07-01,18,17,day,552594.6,4713710.7
941,2010-07-02,3,35,night,552601,4713699.5
941,2010-07-02,19,0,day,552600.3,4713693.1
941,2010-07-03,10,13,day,552572,4713703.9
941,2010-07-04,0,56,night,552600.9,4713712.1
941,2010-07-24,4,55,night,552608.4,4713698.6
941,2010-07-24,10,45,day,552596.1,4713710.7
941,2010-07-25,0,48,night,552575.3,4713701.3
941,2010-07-25,13,40,day,552597.5,4713708.4
941,2010-07-26,3,20,night,552579.6,4713699.7
941,2010-07-26,22,30,night,552534.7,4713714.4
941,2010-07-27,20,6,day,552593.9,4713710.3
941,2010-07-28,2,8,night,552520,4713717.7
941,2010-07-28,13,46,day,552512.9,4713716.5
941,2010-07-29,2,22,night,552512.2,4713718.4
941,2010-07-29,12,54,day,552511.4,4713718.8
941,2010-07-30,19,3,day,552507.8,4713724.1
944,2010-06-26,2,0,night,551359.6,4713954.8
944,2010-06-26,23,13,night,551477.6,4713927.6
948,2010-08-14,1,49,night,551395,4713935.7
948,2010-08-14,17,0,day,551363.8,4713967.3
966,2010-08-02,23,37,night,551766.6,4713867.1
966,2010-08-03,2,14,night,551788.8,4713863.5
966,2010-08-03,17,2,day,551775.4,4713870.6
966,2010-08-04,2,12,night,551859.8,4713848
966,2010-08-04,18,55,day,551859.8,4713851.5
966,2010-08-05,10,26,day,551769.7,4713874.5
966,2010-08-06,1,2,night,551734.8,4713878.7
967,2010-08-02,23,46,night,551827.4,4713848.2
967,2010-08-03,2,4,night,551841.3,4713844.6
967,2010-08-03,17,21,day,551894.3,4713844.2
967,2010-08-04,2,2,night,551888,4713826
967,2010-08-04,19,14,day,551875.2,4713847.3
967,2010-08-05,10,44,day,551896,4713843.8
967,2010-08-06,1,20,night,551867.6,4713841.7
971,2010-06-25,1,36,night,552358.6,4713731.6
971,2010-06-25,18,40,day,552394.4,4713740.2
971,2010-06-26,4,15,night,552358.1,4713744
971,2010-06-26,10,20,day,552384.6,4713747.5
971,2010-06-27,1,52,night,552259.2,4713754.1
971,2010-06-27,22,44,night,552294.8,4713769.5
971,2010-06-27,,,day,552307.9,4713747.3
971,2010-06-28,10,34,day,552253.6,4713778.1
971,2010-06-29,3,10,night,552307.4,4713755.2
971,2010-06-29,9,14,day,552443.5,4713732.7
971,2010-06-30,1,15,night,552404.7,4713743.7
971,2010-06-30,8,38,day,552394,4713738.2
971,2010-07-01,17,57,day,552391.5,4713737.3
971,2010-07-02,3,57,night,552382.1,4713742.9
971,2010-07-02,18,19,day,552409.7,4713732.3
971,2010-07-03,9,23,day,552382.3,4713749.2
971,2010-07-04,1,32,night,552316,4713763.8
971,2010-07-04,10,6,day,552501.1,4713723.7
971,2010-07-05,4,21,night,552525.8,4713740.7
971,2010-07-05,9,14,day,552518,4713734.9
971,2010-07-06,0,42,night,552472,4713721.9
971,2010-07-06,18,53,day,552465.2,4713755.4
1073,2010-08-14,2,12,night,552095.7,4713784
1073,2010-08-14,17,34,day,552169.4,4713781.8
1073,2010-08-15,2,25,night,552234.7,4713783.5
1073,2010-08-15,13,8,day,552243.7,4713781.7
1073,2010-08-16,13,9,day,552242.8,4713782.1
1073,2010-08-17,3,2,night,552236.2,4713782.5
1073,2010-08-17,18,24,day,552242.4,4713782.1
1073,2010-08-18,3,48,night,552284,4713742.8
1073,2010-08-18,18,43,day,552272.2,4713774
1073,2010-08-19,1,33,night,552270.5,4713752.2
1073,2010-08-19,19,44,day,552244.2,4713782.6
1073,2010-08-20,1,16,night,552331.1,4713759.6
1073,2010-08-20,20,45,day,552274.1,4713771.1
1073,2010-08-22,18,25,day,552212.1,4713782.9
1073,2010-08-23,3,26,night,552214.5,4713770.6
1073,2010-08-23,16,44,day,552243.4,4713781
1073,2010-08-24,0,14,night,552258.1,4713773.2
1073,2010-08-24,19,26,day,552211.2,4713781.2
1073,2010-08-25,0,48,night,552235.5,4713744.8
1073,2010-08-25,14,31,day,552242.9,4713780.3
1073,2010-08-26,16,2,day,552243.2,4713778.9
1073,2010-08-26,23,45,night,552220.4,4713779.5
1074,2010-08-14,2,23,night,552154,4713769
1074,2010-08-14,17,45,day,552161.2,4713797.9
1074,2010-08-15,2,33,night,552150.3,4713767.8
1074,2010-08-15,12,57,day,552162.3,4713795.9
1074,2010-08-16,12,49,day,552161,4713793.6
1074,2010-08-17,3,18,night,552154.3,4713795.4
1074,2010-08-17,18,10,day,552152.9,4713795.5
1074,2010-08-18,4,10,night,552169.7,4713797.2
1074,2010-08-18,18,25,day,552161.4,4713795.5
1074,2010-08-19,1,48,night,552174.3,4713789.9
1074,2010-08-19,19,53,day,552169.1,4713784.9
1074,2010-08-20,1,37,night,552191.4,4713787.6
1074,2010-08-20,20,35,day,552156.5,4713797.9
1074,2010-08-20,23,35,night,552235.3,4713779.1
1074,2010-08-22,18,34,day,552203,4713790.5
1074,2010-08-23,3,29,night,552176.6,4713758.3
1074,2010-08-23,16,40,day,552154.8,4713791.2
1074,2010-08-24,0,18,night,552173.8,4713792
1074,2010-08-24,19,9,day,552139.1,4713791.7
1074,2010-08-25,0,53,night,552195.8,4713782.5
1074,2010-08-25,14,18,day,552172.2,4713779.5
1074,2010-08-26,15,57,day,552187.5,4713777.2
1074,2010-08-27,0,17,night,552156.4,4713766.1
1075,2010-08-14,2,34,night,552171.9,4713790.9
1075,2010-08-14,17,53,day,552169.4,4713788.1
1075,2010-08-15,2,21,night,552251.1,4713780.1
1075,2010-08-15,13,18,day,552237.8,4713785.2
1075,2010-08-16,12,54,day,552191.1,4713790.7
1075,2010-08-17,2,54,night,552317,4713741.9
1075,2010-08-17,6,33,day,552354.7,4713758.5
1075,2010-08-18,3,58,night,552201.5,4713787.4
1075,2010-08-18,18,35,day,552199.4,4713787.3
1075,2010-08-19,1,41,night,552168.4,4713790.9
1075,2010-08-19,19,32,day,552195.3,4713790.9
1075,2010-08-20,1,40,night,552191,4713785.7
1075,2010-08-20,20,23,day,552193.9,4713786.5
1075,2010-08-20,21,31,night,552221.3,4713741.4
1075,2010-08-23,3,18,night,552383.5,4713736
1075,2010-08-23,17,5,day,552406.3,4713742.2
1075,2010-08-23,23,55,night,552386.3,4713739.2
1075,2010-08-24,20,31,day,552191.1,4713787
1075,2010-08-25,0,44,night,552396.9,4713735.4
1075,2010-08-25,14,39,day,552431.3,4713749.4
1075,2010-08-26,16,32,day,552463.4,4713727.3
1075,2010-08-26,23,29,night,552459.2,4713732.5
1077,2010-08-14,3,4,night,552403.8,4713738.1
1077,2010-08-14,18,21,day,552465.7,4713729
1077,2010-08-15,2,29,night,552172.5,4713785.8
1077,2010-08-15,13,11,day,552241.2,4713781.9
1077,2010-08-16,13,6,day,552192,4713784.6
1077,2010-08-17,3,7,night,552202.2,4713788.4
1077,2010-08-17,18,16,day,552197.6,4713788.3
1077,2010-08-18,4,7,night,552206.5,4713780
1077,2010-08-18,18,32,day,552199.7,4713789.2
1077,2010-08-19,1,38,night,552198.7,4713786.8
1077,2010-08-19,19,16,day,552195.6,4713787.6
1077,2010-08-20,1,20,night,552320.7,4713761.7
1077,2010-08-20,20,43,day,552241.8,4713780.3
1077,2010-08-22,18,44,day,552240.9,4713779.9
1077,2010-08-23,3,37,night,552290.3,4713744.5
1077,2010-08-23,16,59,day,552313,4713766.5
1077,2010-08-24,0,3,night,552312.9,4713760.4
1077,2010-08-24,19,33,day,552303.7,4713770.6
1077,2010-08-25,0,40,night,552333.1,4713750.2
1077,2010-08-25,14,54,day,552243.3,4713776.4
1077,2010-08-26,16,12,day,552241.3,4713775.9
1077,2010-08-26,23,37,night,552243.7,4713775.5
1132,2010-08-18,2,48,night,551982.6,4713809.3
1132,2010-08-19,1,45,night,552169.1,4713790.6
1132,2010-08-19,21,0,day,552167.5,4713790.3
1156,2010-08-19,0,46,night,552396.3,4713726.6
1156,2010-08-19,20,16,day,552361.9,4713751.3
1156,2010-08-20,1,9,night,552382.1,4713749.6
1156,2010-08-20,20,52,day,552422.2,4713755.4
1156,2010-08-22,18,54,day,552359.5,4713752.6
1156,2010-08-23,3,21,night,552378.3,4713738.4
1156,2010-08-23,17,14,day,552404.3,4713742
1156,2010-08-24,0,1,night,552405.6,4713744.1
1156,2010-08-24,19,42,day,552449,4713732.5
1156,2010-08-25,0,25,night,552511.2,4713711.5
1156,2010-08-25,15,3,day,552459,4713754.5
1156,2010-08-26,17,14,day,552461.2,4713738.5
1156,2010-08-26,22,52,night,552459.1,4713733.7
1195,2010-08-20,2,6,night,551539.8,4713904.4
1195,2010-08-20,21,50,night,551453.9,4713925.8
1195,2010-08-22,17,44,day,551463.8,4713948.9
1195,2010-08-23,3,55,night,551492.1,4713933.5
1195,2010-08-23,15,59,day,551521.2,4713923.2
1195,2010-08-24,0,34,night,551516.9,4713924.3
1195,2010-08-24,18,43,day,551556,4713923.3
1195,2010-08-25,1,10,night,551496.6,4713919.3
1195,2010-08-25,16,15,day,551502.5,4713926.9
1195,2010-08-26,15,30,day,551525.2,4713925
1195,2010-08-26,22,17,night,551522.2,4713927.4
